대학명,단과대학,학과명,폐과,소재지,소재지(상세),주야구분,학과특성,표준분류계열(대),표준분류계열(중),표준분류계열(소),관심,학점,모집인원,경쟁률
가천대학교,경영대학,경영학과,,경기,성남시,주간,일반과정,인문사회계열,경영・경제,경영학,,2.76,15,9.56
가천대학교,경영대학,금융・빅데이터학부,,경기,성남시,주간,일반과정,자연과학계열,수학・물리・천문・지구,수학,,3.17,12,7
가천대학교,경영대학,금융・빅데이터학부(금융수학전공),,경기,성남시,주간,일반과정,자연과학계열,수학・물리・천문・지구,수학,,X,X,X
가천대학교,경영대학,금융・빅데이터학부(빅데이터경영전공),,경기,성남시,주간,일반과정,자연과학계열,수학・물리・천문・지구,통계학,,X,X,X
가천대학교,공과대학,기계공학부(기계공학전공),,경기,성남시,주간,일반과정,공학계열,기계,기계공학,,X,X,X
가천대학교,공과대학,기계공학부(산업공학전공),,경기,성남시,주간,일반과정,공학계열,산업・안전,산업공학,,X,X,X
가천대학교,공과대학,기계공학부(설비・소방공학전공),,경기,성남시,주간,일반과정,공학계열,산업・안전,방재공학,,X,X,X
가천대학교,공과대학,기계공학부(스마트팩토리전공),,경기,성남시,주간,일반과정,공학계열,기계,메카트로닉스공학,,3.22,9,6.89
가천대학교,공과대학,건축공학전공,,경기,성남시,주간,일반과정,공학계열,건설,건축공학,,X,X,X
가천대학교,공과대학,건축학부,,경기,성남시,주간,일반과정,공학계열,건설,건축학,,3.3,7,8.08
가천대학교,공과대학,건축학전공,,경기,성남시,주간,일반과정,공학계열,건설,건축학,,X,X,X
가천대학교,공과대학,도시계획・조경학부,,경기,성남시,주간,일반과정,공학계열,건설,도시공학,,3.61,10,9
가천대학교,공과대학,도시계획학전공,,경기,성남시,주간,일반과정,공학계열,건설,도시공학,,X,X,X
가천대학교,공과대학,미래자동차학과,,경기,성남시,주간,계약학과,공학계열,기계,자동차공학,,X,X,X
가천대학교,공과대학,신소재공학과,,경기,성남시,주간,일반과정,공학계열,재료,신소재공학,,3.02,6,10.83
가천대학교,공과대학,실내건축학전공,,경기,성남시,주간,일반과정,공학계열,건설,건축학,,X,X,X
가천대학교,공과대학,조경학전공,,경기,성남시,주간,일반과정,공학계열,건설,조경학,,2.77,25,6
가천대학교,공과대학,토목환경공학과,,경기,성남시,주간,일반과정,공학계열,건설,토목공학,,2.77,25,6
가천대학교,공과대학,화공생명배터리공학부,,경기,성남시,주간,일반과정,공학계열,화공・고분자・에너지,화학공학,,X,X,X
가천대학교,공과대학,화공생명배터리공학부(배터리공학전공),,경기,성남시,주간,일반과정,공학계열,화공・고분자・에너지,에너지공학,,X,X,X
가천대학교,공과대학,화공생명배터리공학부(화공생명공학전공),,경기,성남시,주간,일반과정,공학계열,화공・고분자・에너지,화학공학,,X,X,X
가천대학교,공과대학,기계공학부,,경기,성남시,주간,일반과정,공학계열,기계,기계공학,,2.93,18,10.73
가천대학교,국제대학,국제학부(국제자유전공),,경기,성남시,주간,일반과정,인문사회계열,N.C.E,N.C.E.,,X,X,X
가천대학교,국제대학,국제학부(한국학전공),,경기,성남시,주간,일반과정,인문사회계열,인문학,국제지역학,,X,X,X
가천대학교,국제대학,경영학과,,경기,성남시,주간,일반과정,인문사회계열,경영・경제,경영학,,2.76,18,9.6
가천대학교,국제대학,관광경영학과,,경기,성남시,주간,일반과정,인문사회계열,경영・경제,관광학,,3,9.4,7
가천대학교,국제대학,미디어커뮤니케이션학과,,경기,성남시,주간,일반과정,인문사회계열,사회과학,언론・방송・매체학,,2.32,5,11.8
가천대학교,국제대학,심리학과,,경기,성남시,주간,일반과정,인문사회계열,사회과학,심리학,,2.35,6,11.83
가천대학교,국제대학,컴퓨터공학과,,경기,성남시,주간,일반과정,공학계열,전기・전자・컴퓨터,전산학・컴퓨터공학,,X,X,X
가천대학교,국제대학,한국어교육학과,,경기,성남시,주간,일반과정,인문사회계열,언어・문학,국어・국문학,,X,X,X
가천대학교,바이오나노대학,반도체물리학과,,경기,성남시,주간,일반과정,자연과학계열,수학・물리・천문・지구,물리학,,3.02,6,7.29
가천대학교,바이오나노대학,바이오나노학과,,경기,성남시,주간,일반과정,공학계열,화공・고분자・에너지,생명공학,,3.16,7,5.9
가천대학교,바이오나노대학,생명과학과,,경기,성남시,주간,일반과정,자연과학계열,화학・생명과학・환경,생명과학,,3.41,7,6.43
가천대학교,바이오나노대학,식품생명공학과,,경기,성남시,주간,일반과정,공학계열,화공・고분자・에너지,생명공학,,3.16,9,5.86
가천대학교,바이오나노대학,식품영양학과,,경기,성남시,주간,일반과정,자연과학계열,생활과학,식품영양학,,X,X,X
가천대학교,바이오나노대학,화학과,,경기,성남시,주간,일반과정,자연과학계열,화학・생명과학・환경,화학,,2.74,7,15.71
가천대학교,반도체대학,반도체공학과,,경기,성남시,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,,3.04,21,6.23
가천대학교,반도체대학,시스템반도체학과,,경기,성남시,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,,3.44,9,5.89
가천대학교,반도체대학,전자공학과,,경기,성남시,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,,X,X,X
가천대학교,반도체대학,반도체・디스플레이학과,,경기,성남시,주간,계약학과,공학계열,재료,반도체공학,,X,X,X
가천대학교,반도체대학,반도체설계학과,,경기,성남시,주간,계약학과,공학계열,전기・전자・컴퓨터,전자공학,,X,X,X
가천대학교,반도체대학,반도체대학,,경기,성남시,주간,일반과정,공학계열,전기・전자・컴퓨터,N.C.E.,,3.04,21,6.23
가천대학교,법과대학,경찰행정학과,,경기,성남시,주간,일반과정,인문사회계열,사회과학,행정학,,X,X,X
가천대학교,법과대학,법학과,,경기,성남시,주간,일반과정,인문사회계열,법학,법학,,X,X,X
가천대학교,법과대학,행정학과,,경기,성남시,주간,일반과정,인문사회계열,사회과학,행정학,,X,X,X
가천대학교,법과대학,법과대학,,경기,성남시,주간,일반과정,인문사회계열,법학,N.C.E.,,2.84,17,10.45
가천대학교,사회과학대학,경제학과,,경기,성남시,주간,일반과정,인문사회계열,경영・경제,경제학,,2.8,8,9.43
가천대학교,사회과학대학,미디어커뮤니케이션학과,,경기,성남시,주간,일반과정,인문사회계열,사회과학,언론・방송・매체학,,X,X,X
가천대학교,사회과학대학,사회복지학과,,경기,성남시,주간,일반과정,인문사회계열,사회과학,사회복지학,,3.17,6,17.67
가천대학교,사회과학대학,심리학과,,경기,성남시,주간,일반과정,인문사회계열,사회과학,심리학,,X,X,X
가천대학교,사회과학대학,유아교육학과,,경기,성남시,주간,일반과정,인문사회계열,교육,유아교육 ,,3.21,6,9.33
가천대학교,사회과학대학,응용통계학과,,경기,성남시,주간,일반과정,인문사회계열,경영・경제,N.C.E.,,2.73,9,9.43
가천대학교,사회과학대학,패션산업학과,,경기,성남시,주간,일반과정,인문사회계열,N.C.E,N.C.E.,,3.09,6,12.67
가천대학교,스타트업칼리지,스타트업칼리지(창업융합전공),,경기,성남시,주간,일반과정,인문사회계열,경영・경제,경영학,,X,X,X
가천대학교,약학대학,바이오로직스학과,,인천,연수구,주간,일반과정,공학계열,화공・고분자・에너지,생명공학,,2.9,12,6.38
가천대학교,약학대학,약학과,,인천,연수구,주간,일반과정,자연과학계열,약학,약학,,1.13,3,37.7
가천대학교,예술ㆍ체육대학,미술・디자인학부(산업디자인전공),,경기,성남시,주간,일반과정,예체능계열,미술,디자인,,X,X,X
가천대학교,예술ㆍ체육대학,미술・디자인학부(시각디자인전공),,경기,성남시,주간,일반과정,예체능계열,미술,디자인,,X,X,X
가천대학교,예술ㆍ체육대학,미술・디자인학부(조소전공),,경기,성남시,주간,일반과정,예체능계열,미술,순수미술,,X,X,X
가천대학교,예술ㆍ체육대학,미술・디자인학부(회화전공),,경기,성남시,주간,일반과정,예체능계열,미술,순수미술,,X,X,X
가천대학교,예술ㆍ체육대학,연기예술학과,,경기,성남시,주간,일반과정,예체능계열,연극・영화,연극,,X,X,X
가천대학교,예술ㆍ체육대학,운동재활학과,,경기,성남시,주간,일반과정,자연과학계열,보건,재활치료,,4,6,11.4
가천대학교,예술ㆍ체육대학,음악학부(기악),,경기,성남시,주간,일반과정,예체능계열,음악,기악,,X,X,X
가천대학교,예술ㆍ체육대학,음악학부(성악),,경기,성남시,주간,일반과정,예체능계열,음악,성악,,X,X,X
가천대학교,예술ㆍ체육대학,음악학부(작곡),,경기,성남시,주간,일반과정,예체능계열,음악,작곡,,X,X,X
가천대학교,예술ㆍ체육대학,체육학부(체육),,경기,성남시,주간,일반과정,예체능계열,무용・체육,체육,,X,X,X
가천대학교,예술ㆍ체육대학,체육학부(태권도),,경기,성남시,주간,일반과정,예체능계열,무용・체육,체육,,X,X,X
가천대학교,의과대학,의예과,,인천,연수구,주간,일반과정,자연과학계열,의료예과,의예과,,1.05,4,13.4
가천대학교,의과대학,의학과,,인천,연수구,주간,일반과정,의학계열,의료,의학,,X,X,X
가천대학교,의과학대학,물리치료학과,,인천,연수구,주간,일반과정,자연과학계열,보건,재활치료,,2.11,6,10.33
가천대학교,의과학대학,방사선학과,,인천,연수구,주간,일반과정,자연과학계열,보건,임상보건,,X,X,X
가천대학교,의과학대학,응급구조학과,,인천,연수구,주간,일반과정,자연과학계열,보건,임상보건,,4.11,4,116.1
가천대학교,의과학대학,치위생학과,,인천,연수구,주간,일반과정,자연과학계열,보건,임상보건,,2.84,5,6.2
가천대학교,한의과대학,한의예과,,경기,성남시,주간,일반과정,자연과학계열,의료예과,한의예과,,1.12,7,27.4
가천대학교,한의과대학,한의학과,,경기,성남시,주간,일반과정,의학계열,의료,한의학,,X,X,X
가톨릭대학교,글로벌경영대학,국제경영학과,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,경영학,,X,X,X
가톨릭대학교,글로벌경영대학,IT파이낸스학과,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,금융・보험학,,X,X,X
가톨릭대학교,글로벌경영대학,글로벌경영대학,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,경영학,,X,X,X
가톨릭대학교,글로벌경영대학,세무회계금융학과,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,회계・세무학,,X,X,X
가톨릭대학교,단과대구분없음,글로벌경영학과,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,경영학,,X,X,X
가톨릭대학교,단과대구분없음,성악과,,경기,부천시,주간,일반과정,예체능계열,음악,성악,,X,X,X
가톨릭대학교,단과대구분없음,아동학과,,경기,부천시,주간,일반과정,인문사회계열,사회과학,아동・가족학,,2.86,7,6.43
가톨릭대학교,단과대구분없음,ICT공학계열,,경기,부천시,주간,일반과정,공학계열,전기・전자・컴퓨터,N.C.E.,,X,X,X
가톨릭대학교,단과대구분없음,가톨릭대학교학부대학,,경기,부천시,주간,일반과정,인문사회계열,인문학,교양인문학,,X,X,X
가톨릭대학교,단과대구분없음,경영계열,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,경영학,,X,X,X
가톨릭대학교,단과대구분없음,경영학과,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,경영학,,2.58,8,7.63
가톨릭대학교,단과대구분없음,경제학과,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,경제학,,3.15,8,6
가톨릭대학교,단과대구분없음,공간디자인・소비자학과,,경기,부천시,주간,일반과정,자연과학계열,생활과학,주거학,,2.82,5,16.8
가톨릭대학교,단과대구분없음,교양과정,,경기,부천시,주간,일반과정,인문사회계열,인문학,교양인문학,,X,X,X
가톨릭대학교,단과대구분없음,교직과,,경기,부천시,주간,일반과정,인문사회계열,교육,교육학,,X,X,X
가톨릭대학교,단과대구분없음,국사학과,,경기,부천시,주간,일반과정,인문사회계열,인문학,역사・고고학,,3.13,5,9.6
가톨릭대학교,단과대구분없음,국어국문학과,,경기,부천시,주간,일반과정,인문사회계열,언어・문학,국어・국문학,,2.64,5,7.6
가톨릭대학교,단과대구분없음,국제법정경계열,,경기,부천시,주간,일반과정,인문사회계열,사회과학,N.C.E.,,X,X,X
가톨릭대학교,단과대구분없음,국제학부,,경기,부천시,주간,일반과정,인문사회계열,사회과학,국제학,,2.68,10,7.6
가톨릭대학교,단과대구분없음,글로벌인문경영융복합전공,,경기,부천시,주간,일반과정,인문사회계열,N.C.E,N.C.E.,,X,X,X
가톨릭대학교,단과대구분없음,글로컬문화스토리텔링융복합전공,,경기,부천시,주간,일반과정,인문사회계열,N.C.E,N.C.E.,,X,X,X
가톨릭대학교,단과대구분없음,금융공학융복합전공,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,금융・보험학,,X,X,X
가톨릭대학교,단과대구분없음,데이터사이언스학과,,경기,부천시,주간,일반과정,공학계열,전기・전자・컴퓨터,인공지능공학,,2.6,8,7.63
가톨릭대학교,단과대구분없음,모바일유비쿼터스융복합전공,,경기,부천시,주간,일반과정,공학계열,전기・전자・컴퓨터,전산학・컴퓨터공학,,X,X,X
가톨릭대학교,단과대구분없음,문화예술경영전문가융복합전공,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,경영학,,X,X,X
가톨릭대학교,단과대구분없음,물리학과,,경기,부천시,주간,일반과정,자연과학계열,수학・물리・천문・지구,물리학,,2.84,8,9.63
가톨릭대학교,단과대구분없음,미디어기술콘텐츠학과,,경기,부천시,주간,일반과정,공학계열,전기・전자・컴퓨터,전산학・컴퓨터공학,,2.43,7,8.86
가톨릭대학교,단과대구분없음,바이오메디컬소프트웨어학과,,경기,부천시,주간,일반과정,공학계열,전기・전자・컴퓨터,N.C.E.,,2.83,5,5.6
가톨릭대학교,단과대구분없음,바이오메디컬화학공학과,,경기,부천시,주간,일반과정,공학계열,화공・고분자・에너지,생명공학,,2.28,9,6.67
가톨릭대학교,단과대구분없음,바이오융합공학계열,,경기,부천시,주간,일반과정,공학계열,화공・고분자・에너지,생명공학,,X,X,X
가톨릭대학교,단과대구분없음,법학과,,경기,부천시,주간,일반과정,인문사회계열,법학,법학,,2.58,5,7.6
가톨릭대학교,단과대구분없음,비즈니스리더융복합전공,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,경영학,,X,X,X
가톨릭대학교,단과대구분없음,빅데이터인문경영융복합전공,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,경영정보학,,X,X,X
가톨릭대학교,단과대구분없음,사회과학계열,,경기,부천시,주간,일반과정,인문사회계열,사회과학,N.C.E.,,X,X,X
가톨릭대학교,단과대구분없음,사회복지학과,,경기,부천시,주간,일반과정,인문사회계열,사회과학,사회복지학,,2.67,7,7.14
가톨릭대학교,단과대구분없음,사회학과,,경기,부천시,주간,일반과정,인문사회계열,사회과학,사회학,,2.78,6,7.5
가톨릭대학교,단과대구분없음,사회혁신융복합전공,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,경영학,,X,X,X
가톨릭대학교,단과대구분없음,생명공학과,,경기,부천시,주간,일반과정,공학계열,화공・고분자・에너지,생명공학,,2.04,7,7.71
가톨릭대학교,단과대구분없음,생활과학계열,,경기,부천시,주간,일반과정,자연과학계열,생활과학,N.C.E.,,X,X,X
가톨릭대학교,단과대구분없음,수학과,,경기,부천시,주간,일반과정,자연과학계열,수학・물리・천문・지구,수학,,2.91,8,10.63
가톨릭대학교,단과대구분없음,스타트업융복합전공,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,경영학,,X,X,X
가톨릭대학교,단과대구분없음,스토리텔링융복합전공,,경기,부천시,주간,일반과정,인문사회계열,언어・문학,N.C.E.,,X,X,X
가톨릭대학교,단과대구분없음,식품영양학과,,경기,부천시,주간,일반과정,자연과학계열,생활과학,식품영양학,,2.74,6,6.83
가톨릭대학교,단과대구분없음,심리학과,,경기,부천시,주간,일반과정,인문사회계열,사회과학,심리학,,2.26,7,6.29
가톨릭대학교,단과대구분없음,어문계열,,경기,부천시,주간,일반과정,인문사회계열,언어・문학,N.C.E.,,X,X,X
가톨릭대학교,단과대구분없음,에너지환경공학과,,경기,부천시,주간,일반과정,공학계열,건설,환경공학,,2.67,7,7.14
가톨릭대학교,단과대구분없음,영어영문학부,,경기,부천시,주간,일반과정,인문사회계열,언어・문학,영어・영문학,,2.77,11,6.55
가톨릭대학교,단과대구분없음,예술미디어융합학과,,경기,부천시,주간,일반과정,예체능계열,응용예술,N.C.E.,,X,X,X
가톨릭대학교,단과대구분없음,융합전공학부,,경기,부천시,주간,일반과정,인문사회계열,사회과학,N.C.E.,,X,X,X
가톨릭대학교,단과대구분없음,음악과,,경기,부천시,주간,일반과정,예체능계열,음악,음악학,,X,X,X
가톨릭대학교,단과대구분없음,의류학과,,경기,부천시,주간,일반과정,자연과학계열,생활과학,의류・의상학,,2.78,5,12.8
가톨릭대학교,단과대구분없음,의생명과학과,,경기,부천시,주간,일반과정,자연과학계열,화학・생명과학・환경,생명과학,,1.98,5,12.4
가톨릭대학교,단과대구분없음,의약나노바이오융복합전공,,경기,부천시,주간,일반과정,자연과학계열,화학・생명과학・환경,생명과학,,X,X,X
가톨릭대학교,단과대구분없음,인공지능학과,,경기,부천시,주간,일반과정,공학계열,전기・전자・컴퓨터,인공지능공학,,2.87,8,7.5
가톨릭대학교,단과대구분없음,인문계열,,경기,부천시,주간,일반과정,인문사회계열,인문학,N.C.E.,,X,X,X
가톨릭대학교,단과대구분없음,일어일본문화학과,,경기,부천시,주간,일반과정,인문사회계열,언어・문학,일본어・문학,,2.99,7,6.14
가톨릭대학교,단과대구분없음,자연과학계열,,경기,부천시,주간,일반과정,자연과학계열,화학・생명과학・환경,화학,,2.54,16,13.06
가톨릭대학교,단과대구분없음,정보통신전자공학부,,경기,부천시,주간,일반과정,공학계열,전기・전자・컴퓨터,정보・통신공학,,2.66,11,8.91
가톨릭대학교,단과대구분없음,중국언어문화학과,,경기,부천시,주간,일반과정,인문사회계열,언어・문학,중국어・문학,,2.82,7,6
가톨릭대학교,단과대구분없음,창업대학,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,경영학,,X,X,X
가톨릭대학교,단과대구분없음,철학과,,경기,부천시,주간,일반과정,인문사회계열,인문학,철학・윤리학,,2.81,7,7
가톨릭대학교,단과대구분없음,컴퓨터정보공학부,,경기,부천시,주간,일반과정,공학계열,전기・전자・컴퓨터,전산학・컴퓨터공학,,2.61,10,10
가톨릭대학교,단과대구분없음,특수교육과,,경기,부천시,주간,일반과정,인문사회계열,교육,특수교육,,2.9,6,5.17
가톨릭대학교,단과대구분없음,프랑스어문화학과,,경기,부천시,주간,일반과정,인문사회계열,언어・문학,프랑스어・문학,,2.96,6,6.5
가톨릭대학교,단과대구분없음,한국어교육융복합전공,,경기,부천시,주간,일반과정,인문사회계열,교육,언어교육,,X,X,X
가톨릭대학교,단과대구분없음,한국어문화학과,,경기,부천시,주간,일반과정,인문사회계열,언어・문학,국어・국문학,,X,X,X
가톨릭대학교,단과대구분없음,행정학과,,경기,부천시,주간,일반과정,인문사회계열,사회과학,행정학,,2.81,7,10.43
가톨릭대학교,단과대구분없음,화학과,,경기,부천시,주간,일반과정,자연과학계열,화학・생명과학・환경,화학,,2.52,7,6.86
가톨릭대학교,단과대구분없음,회계학과,,경기,부천시,주간,일반과정,인문사회계열,경영・경제,회계・세무학,,2.68,10,7.8
가톨릭대학교,단과대구분없음,AI의공학과,,경기,부천시,주간,일반과정,공학계열,전기・전자・컴퓨터,의공학,,X,X,X
가톨릭대학교,단과대구분없음,바이오로직스공학부,,경기,부천시,주간,일반과정,자연과학계열,화학・생명과학・환경,바이오테크놀로지학,,X,X,X
가톨릭대학교,단과대구분없음,인문사회계열,,경기,부천시,주간,일반과정,광역계열,N.C.E,N.C.E.,,2.88,26,8.62
가톨릭대학교,단과대구분없음,자연공학계열,,경기,부천시,주간,일반과정,광역계열,N.C.E,N.C.E.,,2.54,16,13.06
가톨릭대학교,단과대구분없음,자유전공학부,,경기,부천시,주간,일반과정,광역계열,N.C.E,N.C.E.,,2.53,17,10.41
가톨릭대학교,약학대학,약학과,,경기,부천시,주간,일반과정,자연과학계열,약학,약학,,1.06,4,18.5
강원대학교,IT대학,AI융합학과,,강원,춘천시,주간,일반과정,공학계열,전기・전자・컴퓨터,인공지능공학,,3.68,10,7.9
강원대학교,IT대학,디지털밀리터리학과,,강원,춘천시,주간,일반과정,공학계열,전기・전자・컴퓨터,N.C.E.,,4.3,6,8.5
강원대학교,IT대학,전기전자공학과,,강원,춘천시,주간,일반과정,공학계열,전기・전자・컴퓨터,전기공학,,3.31,20,12.35
강원대학교,IT대학,전자공학과,,강원,춘천시,주간,일반과정,공학계열,전기・전자・컴퓨터,전자공학,,3.47,10,7.8
강원대학교,IT대학,컴퓨터공학과,,강원,춘천시,주간,일반과정,공학계열,전기・전자・컴퓨터,전산학・컴퓨터공학,,3.63,40,16.1
강원대학교,간호대학,간호학과,,강원,춘천시,주간,일반과정,자연과학계열,간호,간호학,,2.65,25,16.44
강원대학교,경영대학,경영·회계학부,,강원,춘천시,주간,일반과정,인문사회계열,경영・경제,N.C.E.,,3.35,42,8.88
강원대학교,경영대학,경영학전공,,강원,춘천시,주간,일반과정,인문사회계열,경영・경제,경영학,,3.35,42,8.88
강원대학교,경영대학,경제·정보통계학부,,강원,춘천시,주간,일반과정,인문사회계열,N.C.E,N.C.E.,,3.48,16,12.44
강원대학교,경영대학,경제학전공,,강원,춘천시,주간,일반과정,인문사회계열,경영・경제,경제학,,3.48,16,12.44
강원대학교,경영대학,관광경영학과,,강원,춘천시,주간,일반과정,인문사회계열,경영・경제,관광학,,3.36,6,12.5
강원대학교,경영대학,국제무역학과,,강원,춘천시,주간,일반과정,인문사회계열,경영・경제,무역・유통학,,3.5,9,11.44
강원대학교,경영대학,정보통계학전공,,강원,춘천시,주간,일반과정,자연과학계열,수학・물리・천문・지구,통계학,,3.48,16,12.44
강원대학교,경영대학,회계학전공,,강원,춘천시,주간,일반과정,인문사회계열,경영・경제,회계・세무학,,3.35,42,8.88
강원대학교,경영대학,경영대학 무전공학과,,강원,춘천시,주간,일반과정,인문사회계열,경영・경제,N.C.E.,,3.77,16,10.06
강원대학교,글로벌미래융합대학,글로벌공연콘텐츠학전공,,강원,춘천시,주간,일반과정,예체능계열,음악,실용음악,,X,X,X
강원대학교,글로벌미래융합대학,글로벌미디어커뮤니케이션전공,,강원,춘천시,주간,일반과정,인문사회계열,사회과학,언론・방송・매체학,,X,X,X
강원대학교,글로벌미래융합대학,글로벌비즈니스전공,,강원,춘천시,주간,일반과정,인문사회계열,경영・경제,경영학,,X,X,X
강원대학교,글로벌미래융합대학,글로벌융합학부,,강원,춘천시,주간,일반과정,인문사회계열,N.C.E,N.C.E.,,X,X,X
강원대학교,글로벌미래융합대학,자유전공학부(인문계열),,강원,춘천시,주간,일반과정,광역계열,N.C.E,N.C.E.,,3.44,12,12.75
강원대학교,글로벌미래융합대학,자유전공학부(자연계열),,강원,춘천시,주간,일반과정,광역계열,N.C.E,N.C.E.,,3.33,11,10.36
강원대학교,글로벌미래융합대학,자유전공학부(학생설계전공 공학계열),,강원,춘천시,주간,일반과정,공학계열,N.C.E,N.C.E.,,X,X,X
강원대학교,글로벌미래융합대학,자유전공학부(학생설계전공 인문사회계열),,강원,춘천시,주간,일반과정,인문사회계열,N.C.E,N.C.E.,,X,X,X
강원대학교,글로벌미래융합대학,자유전공학부(학생설계전공 자연과학계열),,강원,춘천시,주간,일반과정,자연과학계열,N.C.E,N.C.E.,,X,X,X
강원대학교,농업생명과학대학,스마트팜융합바이오시스템공학과,,강원,춘천시,주간,일반과정,자연과학계열,농림・수산,농림수산바이오시스템공학,,4.01,5,11.4
강원대학교,농업생명과학대학,농업자원경제학전공,,강원,춘천시,주간,일반과정,인문사회계열,경영・경제,경제학,,3.93,13,9.92
강원대학교,농업생명과학대학,바이오자원환경학전공,,강원,춘천시,주간,일반과정,자연과학계열,농림・수산,농림수산환경생태학,,3.57,16,8.31
강원대학교,농업생명과학대학,생물자원과학부,,강원,춘천시,주간,일반과정,자연과학계열,농림・수산,농림수산환경생태학,,3.76,9,10.33
강원대학교,농업생명과학대학,스마트팜농산업학과,,강원,춘천시,주간,일반과정,자연과학계열,농림・수산,작물・원예학,,X,X,X
강원대학교,농업생명과학대학,식물의학전공,,강원,춘천시,주간,일반과정,자연과학계열,농림・수산,농림수산환경생태학,,3.76,9,10.33
강원대학교,농업생명과학대학,식물자원응용과학전공,,강원,춘천시,주간,일반과정,자연과학계열,농림・수산,농림수산환경생태학,,3.76,9,10.33
강원대학교,농업생명과학대학,식품생명공학과,,강원,춘천시,주간,일반과정,자연과학계열,농림・수산,N.C.E.,,3.45,6,10.67
강원대학교,농업생명과학대학,에코환경과학전공,,강원,춘천시,주간,일반과정,자연과학계열,화학・생명과학・환경,환경학,,3.57,16,8.31
강원대학교,농업생명과학대학,원예·농업자원경제학부,,강원,춘천시,주간,일반과정,자연과학계열,농림・수산,N.C.E.,,3.93,13,9.92
강원대학교,농업생명과학대학,원예과학전공,,강원,춘천시,주간,일반과정,자연과학계열,농림・수산,작물・원예학,,3.93,13,9.92
